time,trade_pr,trade_vol,d_vol,amt,b1pr,b1vol,b2pr,b2vol,b3pr,b3vol,b4pr,b4vol,b5pr,b5vol,s1pr,s1vol,s2pr,s2vol,s3pr,s3vol,s4pr,s4vol,s5pr,s5vol,bs
2017-1-19 09:49:54,11.20,15,34672,16800,11.19,181,11.18,120,11.17,481,11.16,309,11.15,312,11.20,269,11.21,420,11.22,829,11.23,628,11.24,467,1
2017-1-19 09:49:57,11.21,292,34964,327036,11.20,996,11.19,171,11.18,120,11.17,481,11.16,309,11.21,417,11.22,822,11.23,628,11.24,462,11.25,714,1
2017-1-19 09:50:00,11.20,50,35014,56000,11.20,946,11.19,191,11.18,120,11.17,481,11.16,309,11.21,97,11.22,822,11.23,628,11.24,470,11.25,714,-1
2017-1-19 09:50:03,11.20,14,35028,15680,11.20,932,11.19,191,11.18,130,11.17,481,11.16,420,11.21,97,11.22,816,11.23,733,11.24,470,11.25,714,-1
2017-1-19 09:50:06,11.21,229,35257,256524,11.20,750,11.19,191,11.18,130,11.17,478,11.16,420,11.21,50,11.22,816,11.23,656,11.24,470,11.25,720,1
2017-1-19 09:50:09,11.21,70,35327,78472,11.21,76,11.20,750,11.19,191,11.18,130,11.17,478,11.22,816,11.23,656,11.24,470,11.25,720,11.26,562,1
2017-1-19 09:50:12,11.21,8,35335,8968,11.21,68,11.20,750,11.19,171,11.18,130,11.17,478,11.22,812,11.23,656,11.24,470,11.25,720,11.26,562,-1
2017-1-19 09:50:15,11.21,1,35336,1120,11.21,97,11.20,750,11.19,171,11.18,130,11.17,478,11.22,828,11.23,656,11.24,470,11.25,721,11.26,366,-1
2017-1-19 09:50:18,11.22,181,35517,202948,11.20,765,11.19,171,11.18,130,11.17,482,11.16,440,11.22,764,11.23,656,11.24,470,11.25,721,11.26,366,1
2017-1-19 09:50:21,11.21,13,35530,14572,11.21,20,11.20,769,11.19,171,11.18,130,11.17,478,11.22,794,11.23,656,11.24,470,11.25,721,11.26,366,-1
2017-1-19 09:50:24,11.21,20,35550,22420,11.20,769,11.19,171,11.18,130,11.17,183,11.16,448,11.21,5,11.22,794,11.23,649,11.24,462,11.25,721,-1
2017-1-19 09:50:27,11.21,22,35572,24660,11.20,789,11.19,171,11.18,130,11.17,180,11.16,448,11.21,13,11.22,797,11.23,649,11.24,467,11.25,741,1
2017-1-19 09:50:33,11.20,97,35669,108796,11.20,88,11.19,177,11.18,150,11.17,180,11.16,448,11.21,247,11.22,746,11.23,649,11.24,467,11.25,747,-1
2017-1-19 09:50:39,11.21,6,35675,6724,11.20,98,11.19,177,11.18,152,11.17,190,11.16,451,11.21,491,11.22,746,11.23,642,11.24,467,11.25,747,1
2017-1-19 09:50:42,11.21,218,35893,244356,11.20,74,11.19,182,11.18,142,11.17,190,11.16,451,11.21,317,11.22,751,11.23,642,11.24,467,11.25,751,1
2017-1-19 09:50:45,11.21,100,35993,111992,11.19,172,11.18,152,11.17,190,11.16,451,11.15,312,11.20,116,11.21,327,11.22,775,11.23,642,11.24,467,1
2017-1-19 09:50:48,11.20,13,36006,14560,11.19,176,11.18,151,11.17,190,11.16,451,11.15,312,11.20,213,11.21,545,11.22,775,11.23,640,11.24,467,1
2017-1-19 09:50:51,11.20,15,36021,16800,11.19,176,11.18,151,11.17,190,11.16,451,11.15,312,11.20,198,11.21,553,11.22,775,11.23,640,11.24,467,1
2017-1-19 09:50:54,11.20,14,36035,15680,11.19,176,11.18,156,11.17,190,11.16,451,11.15,314,11.20,187,11.21,533,11.22,815,11.23,623,11.24,467,1
2017-1-19 09:50:57,11.20,4,36039,4480,11.19,176,11.18,156,11.17,190,11.16,451,11.15,304,11.20,203,11.21,529,11.22,815,11.23,623,11.24,467,1
2017-1-19 09:51:00,11.20,16,36055,17912,11.19,165,11.18,156,11.17,190,11.16,451,11.15,304,11.20,198,11.21,536,11.22,813,11.23,623,11.24,467,1
2017-1-19 09:51:06,11.20,83,36138,92960,11.19,165,11.18,156,11.17,190,11.16,451,11.15,304,11.20,123,11.21,506,11.22,818,11.23,623,11.24,467,1
2017-1-19 09:51:09,11.20,89,36227,99680,11.19,170,11.18,156,11.17,190,11.16,451,11.15,304,11.20,40,11.21,502,11.22,818,11.23,626,11.24,467,1
2017-1-19 09:51:12,11.20,59,36286,66072,11.20,692,11.19,218,11.18,156,11.17,190,11.16,451,11.21,502,11.22,818,11.23,626,11.24,467,11.25,776,1
2017-1-19 09:51:15,11.20,81,36367,90720,11.20,641,11.19,218,11.18,156,11.17,190,11.16,451,11.21,502,11.22,818,11.23,626,11.24,467,11.25,776,-1
2017-1-19 09:51:18,11.21,8,36375,8968,11.20,641,11.19,218,11.18,157,11.17,190,11.16,451,11.21,516,11.22,818,11.23,626,11.24,467,11.25,776,1
2017-1-19 09:51:24,11.21,19,36394,21296,11.20,637,11.19,218,11.18,157,11.17,198,11.16,460,11.21,569,11.22,858,11.23,630,11.24,467,11.25,783,1
2017-1-19 09:51:27,11.21,51,36445,57156,11.20,621,11.19,218,11.18,157,11.17,198,11.16,460,11.21,534,11.22,858,11.23,574,11.24,467,11.25,799,1
2017-1-19 09:51:30,11.20,137,36582,153528,11.20,602,11.19,218,11.18,157,11.17,198,11.16,460,11.21,467,11.22,844,11.23,574,11.24,467,11.25,829,-1
2017-1-19 09:51:33,11.21,55,36637,61656,11.20,627,11.19,218,11.18,157,11.17,198,11.16,460,11.21,421,11.22,839,11.23,574,11.24,467,11.25,829,1
2017-1-19 09:51:36,11.20,10,36647,11200,11.20,617,11.19,218,11.18,157,11.17,198,11.16,460,11.21,421,11.22,839,11.23,574,11.24,467,11.25,829,-1
2017-1-19 09:51:39,11.20,172,36819,192804,11.20,607,11.19,218,11.18,157,11.17,198,11.16,460,11.21,259,11.22,839,11.23,575,11.24,467,11.25,837,-1
2017-1-19 09:51:42,11.20,53,36872,59408,11.20,606,11.19,218,11.18,157,11.17,198,11.16,458,11.21,233,11.22,847,11.23,575,11.24,467,11.25,837,-1
2017-1-19 09:51:45,11.21,21,36893,23540,11.20,606,11.19,218,11.18,158,11.17,198,11.16,458,11.21,256,11.22,857,11.23,575,11.24,467,11.25,837,1
2017-1-19 09:51:48,11.21,29,36922,32492,11.20,636,11.19,218,11.18,158,11.17,188,11.16,458,11.21,254,11.22,857,11.23,575,11.24,467,11.25,837,1
2017-1-19 09:51:51,11.21,60,36982,67256,11.20,636,11.19,218,11.18,158,11.17,188,11.16,458,11.21,194,11.22,873,11.23,575,11.24,467,11.25,857,1
2017-1-19 09:51:54,11.21,6,36988,6728,11.20,636,11.19,218,11.18,158,11.17,180,11.16,458,11.21,188,11.22,883,11.23,575,11.24,467,11.25,877,1
2017-1-19 09:51:57,11.20,17,37005,19052,11.20,632,11.19,213,11.18,158,11.17,180,11.16,458,11.21,217,11.22,883,11.23,575,11.24,467,11.25,877,-1
2017-1-19 09:52:00,11.20,72,37077,80652,11.20,79,11.19,213,11.18,158,11.17,180,11.16,458,11.21,282,11.22,883,11.23,575,11.24,467,11.25,887,-1
2017-1-19 09:52:03,11.21,99,37176,110980,11.20,84,11.19,213,11.18,166,11.17,180,11.16,458,11.21,188,11.22,883,11.23,575,11.24,467,11.25,887,1
2017-1-19 09:52:06,11.20,7,37183,7844,11.20,82,11.19,213,11.18,166,11.17,186,11.16,458,11.21,193,11.22,888,11.23,575,11.24,467,11.25,887,-1
2017-1-19 09:52:09,11.20,87,37270,97440,11.19,213,11.18,166,11.17,186,11.16,458,11.15,318,11.20,109,11.21,257,11.22,916,11.23,575,11.24,467,-1
2017-1-19 09:52:12,11.20,9,37279,10080,11.19,213,11.18,166,11.17,186,11.16,458,11.15,318,11.20,100,11.21,260,11.22,916,11.23,575,11.24,467,1
2017-1-19 09:52:15,11.20,3,37282,3360,11.19,213,11.18,166,11.17,186,11.16,458,11.15,318,11.20,160,11.21,230,11.22,906,11.23,575,11.24,467,1
2017-1-19 09:52:18,11.20,4,37286,4480,11.19,213,11.18,166,11.17,186,11.16,458,11.15,318,11.20,166,11.21,234,11.22,906,11.23,575,11.24,467,1
2017-1-19 09:52:21,11.20,96,37382,107520,11.19,213,11.18,166,11.17,186,11.16,458,11.15,318,11.20,70,11.21,244,11.22,906,11.23,587,11.24,467,1
2017-1-19 09:52:24,11.20,25,37407,28000,11.19,213,11.18,166,11.17,186,11.16,458,11.15,318,11.20,67,11.21,303,11.22,907,11.23,587,11.24,467,1
2017-1-19 09:52:27,11.20,30,37437,33600,11.19,213,11.18,166,11.17,186,11.16,458,11.15,318,11.20,37,11.21,305,11.22,902,11.23,587,11.24,467,1
2017-1-19 09:52:30,11.20,75,37512,84000,11.20,14,11.19,213,11.18,166,11.17,186,11.16,458,11.21,394,11.22,902,11.23,587,11.24,467,11.25,977,1
2017-1-19 09:52:33,11.20,146,37658,163648,11.19,213,11.18,166,11.17,186,11.16,458,11.15,318,11.20,2,11.21,267,11.22,902,11.23,587,11.24,467,-1
2017-1-19 09:52:36,11.20,4,37662,4480,11.19,213,11.18,166,11.17,186,11.16,458,11.15,318,11.20,48,11.21,321,11.22,902,11.23,587,11.24,467,1
2017-1-19 09:52:39,11.19,13,37675,14552,11.19,203,11.18,166,11.17,186,11.16,458,11.15,318,11.20,112,11.21,329,11.22,902,11.23,587,11.24,465,-1
2017-1-19 09:52:42,11.19,15,37690,16784,11.19,188,11.18,166,11.17,186,11.16,458,11.15,318,11.20,74,11.21,342,11.22,902,11.23,587,11.24,465,-1
2017-1-19 09:52:45,11.19,198,37888,221560,11.18,166,11.17,186,11.16,458,11.15,318,11.14,341,11.19,3,11.20,82,11.21,342,11.22,902,11.23,565,-1
2017-1-19 09:52:57,11.19,32,37920,35808,11.18,170,11.17,181,11.16,448,11.15,338,11.14,341,11.19,74,11.20,267,11.21,345,11.22,902,11.23,571,1
2017-1-19 09:53:00,11.19,12,37932,13428,11.18,174,11.17,181,11.16,448,11.15,338,11.14,341,11.19,71,11.20,267,11.21,508,11.22,902,11.23,571,1
2017-1-19 09:53:03,11.18,2,37934,2236,11.18,163,11.17,181,11.16,418,11.15,338,11.14,341,11.19,70,11.20,272,11.21,511,11.22,902,11.23,571,-1
2017-1-19 09:53:06,11.18,4,37938,4472,11.18,159,11.17,181,11.16,418,11.15,338,11.14,341,11.19,116,11.20,292,11.21,511,11.22,902,11.23,571,-1
2017-1-19 09:53:09,11.19,236,38174,264104,11.19,282,11.18,176,11.17,181,11.16,418,11.15,324,11.20,291,11.21,461,11.22,907,11.23,571,11.24,465,1
2017-1-19 09:53:12,11.19,23,38197,25736,11.19,263,11.18,176,11.17,181,11.16,418,11.15,324,11.20,293,11.21,472,11.22,907,11.23,571,11.24,465,-1
2017-1-19 09:53:21,11.20,27,38224,30232,11.19,275,11.18,181,11.17,181,11.16,418,11.15,324,11.20,284,11.21,487,11.22,910,11.23,566,11.24,460,1
2017-1-19 09:53:33,11.19,50,38274,55952,11.19,238,11.18,181,11.17,181,11.16,418,11.15,344,11.20,336,11.21,494,11.22,920,11.23,566,11.24,460,-1
2017-1-19 09:53:36,11.19,54,38328,60424,11.19,184,11.18,181,11.17,181,11.16,418,11.15,344,11.20,346,11.21,547,11.22,920,11.23,566,11.24,460,-1
2017-1-19 09:53:39,11.20,25,38353,27984,11.19,187,11.18,181,11.17,181,11.16,418,11.15,344,11.20,339,11.21,547,11.22,910,11.23,575,11.24,460,1
2017-1-19 09:53:48,11.20,19,38372,21268,11.19,184,11.18,181,11.17,181,11.16,418,11.15,344,11.20,361,11.21,547,11.22,902,11.23,575,11.24,460,1
2017-1-19 09:53:51,11.20,182,38554,203660,11.19,6,11.18,181,11.17,181,11.16,418,11.15,344,11.20,358,11.21,547,11.22,902,11.23,575,11.24,440,1
2017-1-19 09:53:54,11.19,22,38576,24620,11.19,33,11.18,181,11.17,181,11.16,418,11.15,344,11.20,360,11.21,547,11.22,886,11.23,575,11.24,440,-1
2017-1-19 09:53:57,11.19,5,38581,5596,11.19,30,11.18,181,11.17,181,11.16,418,11.15,344,11.20,567,11.21,547,11.22,886,11.23,575,11.24,440,-1
2017-1-19 09:54:00,11.19,89,38670,99584,11.18,157,11.17,181,11.16,418,11.15,344,11.14,341,11.19,32,11.20,822,11.21,552,11.22,886,11.23,575,-1
2017-1-19 09:54:06,11.18,1,38671,1120,11.18,154,11.17,181,11.16,418,11.15,344,11.14,329,11.19,175,11.20,932,11.21,450,11.22,886,11.23,575,-1
2017-1-19 09:54:09,11.19,18,38689,20136,11.18,149,11.17,181,11.16,418,11.15,344,11.14,329,11.19,210,11.20,1105,11.21,450,11.22,886,11.23,575,1
2017-1-19 09:54:15,11.18,10,38699,11180,11.18,146,11.17,181,11.16,418,11.15,344,11.14,329,11.19,332,11.20,1122,11.21,450,11.22,886,11.23,575,-1
2017-1-19 09:54:18,11.18,20,38719,22360,11.18,216,11.17,181,11.16,418,11.15,344,11.14,329,11.19,337,11.20,1129,11.21,446,11.22,888,11.23,575,-1
2017-1-19 09:54:21,11.19,4,38723,4476,11.18,216,11.17,181,11.16,418,11.15,344,11.14,329,11.19,234,11.20,1174,11.21,446,11.22,888,11.23,575,1
2017-1-19 09:54:24,11.19,37,38760,41368,11.18,183,11.17,181,11.16,418,11.15,344,11.14,329,11.19,232,11.20,1174,11.21,435,11.22,888,11.23,575,1
2017-1-19 09:54:27,11.19,30,38790,33564,11.18,183,11.17,181,11.16,418,11.15,344,11.14,329,11.19,245,11.20,1174,11.21,435,11.22,898,11.23,575,1
2017-1-19 09:54:30,11.19,7,38797,7832,11.18,183,11.17,181,11.16,418,11.15,344,11.14,329,11.19,243,11.20,957,11.21,587,11.22,898,11.23,575,1
2017-1-19 09:54:36,11.19,23,38820,25724,11.18,168,11.17,217,11.16,418,11.15,334,11.14,329,11.19,244,11.20,957,11.21,587,11.22,898,11.23,579,1
2017-1-19 09:54:39,11.18,40,38860,44720,11.18,228,11.17,217,11.16,418,11.15,334,11.14,329,11.19,244,11.20,957,11.21,587,11.22,905,11.23,579,-1
2017-1-19 09:54:42,11.18,6,38866,6708,11.18,239,11.17,218,11.16,418,11.15,334,11.14,329,11.19,244,11.20,978,11.21,587,11.22,895,11.23,579,-1
2017-1-19 09:54:45,11.18,48,38914,53664,11.18,191,11.17,228,11.16,418,11.15,334,11.14,329,11.19,359,11.20,978,11.21,587,11.22,895,11.23,579,-1
2017-1-19 09:54:48,11.18,191,39105,213536,11.17,228,11.16,418,11.15,344,11.14,329,11.13,344,11.18,235,11.19,359,11.20,980,11.21,587,11.22,895,-1
2017-1-19 09:54:51,11.17,12,39117,13416,11.17,231,11.16,418,11.15,344,11.14,329,11.13,344,11.18,224,11.19,369,11.20,935,11.21,587,11.22,895,-1
2017-1-19 09:54:57,11.17,20,39137,22340,11.17,211,11.16,418,11.15,344,11.14,329,11.13,344,11.18,324,11.19,367,11.20,928,11.21,587,11.22,895,-1
2017-1-19 09:55:03,11.17,99,39236,110584,11.17,112,11.16,418,11.15,344,11.14,329,11.13,345,11.18,384,11.19,358,11.20,923,11.21,587,11.22,895,-1
2017-1-19 09:55:06,11.18,47,39283,52528,11.17,98,11.16,418,11.15,344,11.14,329,11.13,345,11.18,354,11.19,346,11.20,919,11.21,577,11.22,895,1
2017-1-19 09:55:09,11.17,11,39294,12288,11.17,87,11.16,418,11.15,344,11.14,329,11.13,345,11.18,354,11.19,344,11.20,899,11.21,577,11.22,895,-1
2017-1-19 09:55:18,11.17,2,39296,2232,11.17,92,11.16,418,11.15,345,11.14,329,11.13,345,11.18,289,11.19,245,11.20,899,11.21,575,11.22,894,-1
2017-1-19 09:55:21,11.18,8,39304,8940,11.17,95,11.16,418,11.15,345,11.14,329,11.13,378,11.18,286,11.19,225,11.20,899,11.21,575,11.22,894,1
2017-1-19 09:55:24,11.17,5,39309,5588,11.17,94,11.16,468,11.15,345,11.14,329,11.13,378,11.18,282,11.19,225,11.20,699,11.21,580,11.22,894,-1
2017-1-19 09:55:27,11.17,19,39328,21224,11.17,77,11.16,468,11.15,345,11.14,329,11.13,378,11.18,291,11.19,225,11.20,699,11.21,580,11.22,894,-1
2017-1-19 09:55:30,11.17,84,39412,93828,11.16,468,11.15,345,11.14,329,11.13,378,11.12,317,11.17,9,11.18,291,11.19,156,11.20,699,11.21,580,-1
2017-1-19 09:55:33,11.17,13,39425,14520,11.16,512,11.15,325,11.14,329,11.13,378,11.12,317,11.17,46,11.18,291,11.19,156,11.20,699,11.21,575,1
2017-1-19 09:55:36,11.17,20,39445,22340,11.16,523,11.15,315,11.14,329,11.13,378,11.12,317,11.17,26,11.18,292,11.19,156,11.20,699,11.21,575,1
2017-1-19 09:55:39,11.17,23,39468,25692,11.16,523,11.15,315,11.14,329,11.13,378,11.12,317,11.17,3,11.18,292,11.19,156,11.20,699,11.21,575,1
2017-1-19 09:55:42,11.18,144,39612,160968,11.16,515,11.15,315,11.14,329,11.13,378,11.12,317,11.18,171,11.19,156,11.20,699,11.21,575,11.22,894,1
2017-1-19 09:55:45,11.16,9,39621,10048,11.16,509,11.15,315,11.14,329,11.13,378,11.12,317,11.17,34,11.18,171,11.19,156,11.20,699,11.21,575,-1
2017-1-19 09:55:48,11.17,38,39659,42444,11.17,8,11.16,509,11.15,315,11.14,349,11.13,378,11.18,396,11.19,156,11.20,664,11.21,575,11.22,894,1
2017-1-19 09:55:54,11.17,5,39664,5588,11.17,47,11.16,509,11.15,315,11.14,349,11.13,378,11.18,396,11.19,161,11.20,664,11.21,575,11.22,894,-1
2017-1-19 09:56:00,11.17,89,39753,99412,11.17,8,11.16,509,11.15,325,11.14,349,11.13,378,11.18,351,11.19,161,11.20,664,11.21,575,11.22,894,-1
2017-1-19 09:56:03,11.17,19,39772,21224,11.16,509,11.15,325,11.14,349,11.13,378,11.12,317,11.17,48,11.18,351,11.19,161,11.20,664,11.21,575,-1
2017-1-19 09:56:09,11.16,15,39787,16752,11.16,507,11.15,325,11.14,349,11.13,378,11.12,317,11.17,40,11.18,368,11.19,161,11.20,668,11.21,575,-1
2017-1-19 09:56:12,11.17,2,39789,2232,11.16,507,11.15,325,11.14,349,11.13,378,11.12,317,11.17,38,11.18,368,11.19,161,11.20,800,11.21,575,1
2017-1-19 09:56:18,11.16,216,40005,241072,11.16,303,11.15,383,11.14,349,11.13,384,11.12,317,11.17,134,11.18,358,11.19,161,11.20,810,11.21,575,-1
2017-1-19 09:56:21,11.16,54,40059,60264,11.16,249,11.15,383,11.14,350,11.13,384,11.12,317,11.17,134,11.18,358,11.19,161,11.20,810,11.21,575,-1
2017-1-19 09:56:24,11.17,25,40084,27928,11.16,249,11.15,383,11.14,350,11.13,383,11.12,317,11.17,127,11.18,358,11.19,161,11.20,810,11.21,575,1
2017-1-19 09:56:27,11.17,10,40094,11168,11.16,249,11.15,383,11.14,350,11.13,383,11.12,317,11.17,133,11.18,358,11.19,161,11.20,810,11.21,575,1
2017-1-19 09:56:30,11.16,201,40295,224320,11.16,49,11.15,403,11.14,350,11.13,383,11.12,317,11.17,132,11.18,358,11.19,161,11.20,810,11.21,575,-1
2017-1-19 09:56:33,11.16,53,40348,59144,11.15,403,11.14,350,11.13,383,11.12,317,11.11,508,11.16,147,11.17,132,11.18,358,11.19,161,11.20,810,-1
2017-1-19 09:56:36,11.16,10,40358,11160,11.15,403,11.14,350,11.13,383,11.12,317,11.11,508,11.16,182,11.17,132,11.18,358,11.19,161,11.20,810,1
2017-1-19 09:56:39,11.15,1,40359,1116,11.15,405,11.14,350,11.13,388,11.12,317,11.11,508,11.16,182,11.17,132,11.18,358,11.19,170,11.20,810,-1
2017-1-19 09:56:45,11.15,6,40365,6692,11.15,390,11.14,350,11.13,388,11.12,310,11.11,508,11.16,209,11.17,132,11.18,358,11.19,170,11.20,868,-1
2017-1-19 09:56:48,11.15,8,40373,8920,11.15,382,11.14,350,11.13,388,11.12,310,11.11,508,11.16,209,11.17,132,11.18,538,11.19,170,11.20,868,-1
2017-1-19 09:56:51,11.15,65,40438,72476,11.15,322,11.14,350,11.13,388,11.12,310,11.11,508,11.16,164,11.17,132,11.18,538,11.19,170,11.20,858,-1
2017-1-19 09:56:54,11.15,9,40447,10036,11.15,325,11.14,351,11.13,388,11.12,310,11.11,508,11.16,164,11.17,132,11.18,538,11.19,170,11.20,858,-1
2017-1-19 09:57:00,11.16,9,40456,10036,11.15,329,11.14,331,11.13,383,11.12,310,11.11,508,11.16,161,11.17,132,11.18,538,11.19,170,11.20,858,1
2017-1-19 09:57:03,11.15,63,40519,70244,11.15,266,11.14,331,11.13,383,11.12,310,11.11,508,11.16,835,11.17,132,11.18,538,11.19,170,11.20,858,-1
2017-1-19 09:57:06,11.15,52,40571,58024,11.15,256,11.14,331,11.13,383,11.12,310,11.11,508,11.16,773,11.17,132,11.18,538,11.19,170,11.20,858,-1
2017-1-19 09:57:09,11.15,10,40581,11148,11.15,246,11.14,331,11.13,383,11.12,325,11.11,508,11.16,773,11.17,132,11.18,538,11.19,170,11.20,859,-1
2017-1-19 09:57:12,11.15,70,40651,78052,11.15,183,11.14,331,11.13,383,11.12,325,11.11,508,11.16,917,11.17,116,11.18,538,11.19,122,11.20,859,-1
2017-1-19 09:57:15,11.16,3,40654,3348,11.15,190,11.14,331,11.13,383,11.12,325,11.11,508,11.16,914,11.17,116,11.18,538,11.19,122,11.20,700,1
2017-1-19 09:57:18,11.15,117,40771,130524,11.15,144,11.14,331,11.13,383,11.12,340,11.11,508,11.16,846,11.17,116,11.18,538,11.19,122,11.20,697,-1
2017-1-19 09:57:24,11.15,63,40834,70244,11.15,81,11.14,331,11.13,383,11.12,340,11.11,508,11.16,876,11.17,116,11.18,538,11.19,69,11.20,697,-1
2017-1-19 09:57:27,11.15,32,40866,35680,11.15,69,11.14,331,11.13,383,11.12,340,11.11,508,11.16,876,11.17,116,11.18,537,11.19,74,11.20,697,-1
2017-1-19 09:57:30,11.15,32,40898,35680,11.15,37,11.14,331,11.13,383,11.12,360,11.11,508,11.16,892,11.17,216,11.18,537,11.19,74,11.20,667,-1
2017-1-19 09:57:33,11.15,9,40907,10036,11.15,31,11.14,375,11.13,383,11.12,360,11.11,528,11.16,892,11.17,216,11.18,537,11.19,74,11.20,667,-1
2017-1-19 09:57:36,11.15,40,40947,44604,11.14,375,11.13,383,11.12,360,11.11,528,11.10,430,11.15,166,11.16,885,11.17,237,11.18,557,11.19,74,-1
2017-1-19 09:57:42,11.14,305,41252,339772,11.14,70,11.13,383,11.12,361,11.11,528,11.10,430,11.15,222,11.16,885,11.17,237,11.18,557,11.19,74,-1
2017-1-19 09:57:45,11.15,8,41260,8920,11.14,83,11.13,378,11.12,361,11.11,533,11.10,430,11.15,217,11.16,885,11.17,237,11.18,557,11.19,69,1
2017-1-19 09:57:48,11.14,10,41270,11140,11.14,73,11.13,378,11.12,361,11.11,533,11.10,430,11.15,217,11.16,885,11.17,237,11.18,557,11.19,69,-1
2017-1-19 09:57:51,11.14,8,41278,8912,11.14,70,11.13,378,11.12,361,11.11,533,11.10,430,11.15,265,11.16,885,11.17,237,11.18,557,11.19,69,-1
2017-1-19 09:57:54,11.15,1,41279,1116,11.14,111,11.13,375,11.12,361,11.11,533,11.10,430,11.15,264,11.16,902,11.17,237,11.18,557,11.19,69,1
2017-1-19 09:57:57,11.14,5,41284,5568,11.14,106,11.13,375,11.12,361,11.11,533,11.10,438,11.15,264,11.16,902,11.17,237,11.18,557,11.19,69,-1
2017-1-19 09:58:03,11.14,6,41290,6684,11.14,387,11.13,375,11.12,356,11.11,533,11.10,443,11.15,275,11.16,886,11.17,237,11.18,557,11.19,69,-1
2017-1-19 09:58:06,11.15,140,41430,156068,11.14,367,11.13,375,11.12,356,11.11,533,11.10,443,11.15,165,11.16,886,11.17,237,11.18,557,11.19,69,1
2017-1-19 09:58:09,11.14,5,41435,5572,11.14,626,11.13,375,11.12,356,11.11,533,11.10,443,11.15,165,11.16,886,11.17,237,11.18,557,11.19,69,-1
2017-1-19 09:58:12,11.14,18,41453,20052,11.14,586,11.13,355,11.12,356,11.11,533,11.10,444,11.15,165,11.16,890,11.17,237,11.18,557,11.19,69,-1
2017-1-19 09:58:15,11.15,10,41463,11152,11.14,586,11.13,355,11.12,356,11.11,533,11.10,444,11.15,155,11.16,890,11.17,237,11.18,557,11.19,69,1
2017-1-19 09:58:18,11.15,20,41483,22296,11.14,596,11.13,355,11.12,356,11.11,545,11.10,444,11.15,135,11.16,890,11.17,237,11.18,557,11.19,69,1
2017-1-19 09:58:21,11.14,10,41493,11144,11.14,586,11.13,359,11.12,356,11.11,545,11.10,449,11.15,135,11.16,890,11.17,232,11.18,557,11.19,69,-1
2017-1-19 09:58:24,11.15,39,41532,43484,11.14,589,11.13,359,11.12,356,11.11,548,11.10,449,11.15,96,11.16,890,11.17,232,11.18,557,11.19,69,1
2017-1-19 09:58:27,11.15,84,41616,93660,11.14,589,11.13,359,11.12,356,11.11,548,11.10,449,11.15,242,11.16,890,11.17,232,11.18,557,11.19,69,1
2017-1-19 09:58:30,11.14,14,41630,15596,11.14,578,11.13,359,11.12,356,11.11,548,11.10,449,11.15,258,11.16,890,11.17,232,11.18,557,11.19,69,-1
2017-1-19 09:58:39,11.14,5,41635,5568,11.14,583,11.13,564,11.12,356,11.11,548,11.10,449,11.15,274,11.16,873,11.17,232,11.18,553,11.19,69,-1
2017-1-19 09:58:42,11.14,14,41649,15596,11.14,571,11.13,564,11.12,356,11.11,548,11.10,449,11.15,285,11.16,873,11.17,232,11.18,553,11.19,69,-1
2017-1-19 09:58:48,11.15,1,41650,1116,11.14,571,11.13,564,11.12,356,11.11,549,11.10,449,11.15,277,11.16,873,11.17,232,11.18,553,11.19,69,1
2017-1-19 09:58:51,11.14,13,41663,14492,11.14,346,11.13,564,11.12,376,11.11,549,11.10,449,11.15,267,11.16,873,11.17,232,11.18,553,11.19,58,-1
2017-1-19 09:58:54,11.14,107,41770,119212,11.14,254,11.13,564,11.12,376,11.11,549,11.10,449,11.15,236,11.16,873,11.17,232,11.18,553,11.19,58,-1
2017-1-19 09:58:57,11.14,13,41783,14484,11.14,241,11.13,570,11.12,376,11.11,549,11.10,449,11.15,256,11.16,873,11.17,232,11.18,553,11.19,58,-1
2017-1-19 09:59:00,11.15,10,41793,11148,11.14,264,11.13,570,11.12,376,11.11,549,11.10,449,11.15,246,11.16,873,11.17,232,11.18,553,11.19,58,1
2017-1-19 09:59:03,11.14,1,41794,1116,11.14,263,11.13,573,11.12,376,11.11,549,11.10,439,11.15,246,11.16,873,11.17,232,11.18,553,11.19,58,-1
2017-1-19 09:59:06,11.15,22,41816,24528,11.14,268,11.13,573,11.12,376,11.11,549,11.10,439,11.15,245,11.16,873,11.17,232,11.18,553,11.19,58,1
2017-1-19 09:59:09,11.15,5,41821,5576,11.14,268,11.13,573,11.12,376,11.11,549,11.10,459,11.15,240,11.16,873,11.17,232,11.18,553,11.19,58,1
2017-1-19 09:59:12,11.14,20,41841,22280,11.14,286,11.13,619,11.12,376,11.11,549,11.10,459,11.15,259,11.16,873,11.17,232,11.18,553,11.19,58,-1
2017-1-19 09:59:15,11.14,40,41881,44560,11.14,246,11.13,619,11.12,376,11.11,549,11.10,459,11.15,305,11.16,873,11.17,232,11.18,553,11.19,58,-1
2017-1-19 09:59:21,11.15,251,42132,279616,11.14,83,11.13,624,11.12,376,11.11,549,11.10,459,11.15,303,11.16,873,11.17,232,11.18,553,11.19,58,1
2017-1-19 09:59:24,11.15,2,42134,2232,11.14,87,11.13,624,11.12,376,11.11,549,11.10,459,11.15,302,11.16,873,11.17,232,11.18,553,11.19,58,1
2017-1-19 09:59:30,11.15,117,42251,130356,11.13,624,11.12,376,11.11,549,11.10,459,11.09,366,11.15,284,11.16,873,11.17,232,11.18,553,11.19,68,1
